Feature ID,Domain,Phylum,Class,Order,Family,Genus,Species
35a30c8cd3b5887bbf072033fa1572fd,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,unassigned
3bb0bf5132b0f988573de9bd6059b22c,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,unassigned,unassigned
4c3c91a07e2685ea9eef6c712380549c,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,uncultured_bacterium
609ffb89274e945bb499401542d0ca67,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,unassigned
3e1c858f9b1033a63f90a46faefcf230,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,unassigned,unassigned
e809623eb115102215dcc8fc7a275221,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,uncultured_bacterium
0fdc35769b2ba30b50ad58aece701229,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter_cosmopolitanus
f698bc60e827ed25fbba1b6bc4745a33,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Nannochloropsis_gaditana
3b50e9874fa67e04b49f5a59ecf0059a,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,unassigned
eb2db41ef7059641b295e138bffa9aef,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,Nodosilinea_PCC-7104,unassigned
15d33303de8a2df0d68b1f0c198e38e4,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Lacihabitans,uncultured_bacterium
d65c255448756ecb09b4697d86fdd020,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,unassigned
d2ac92ef7b0297714611e7160d79672a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unassigned,unassigned
77fd69b4ebf1af194961495a49400247,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,unassigned
d8ca8e110d94645c67da8f953f9f8369,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Hariotina_sp.
e60ff04c5fbb8876fff25e87eacdc9c3,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus_Aquiluna,uncultured_bacterium
a0b9c413db1dc97e273db823b71d0a07,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,unassigned
a869ffc80ea18e0e6a5e9bb39822a0cb,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,unassigned,unassigned
9d6b6fac7377c342f4941121acbbf37c,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,Planctopirus_limnophila
875c27ce5703e125b6a15cfa8590f9e2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,unassigned
6fd0dd7f17095fecf450f0584212f2be,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,Nodosilinea_PCC-7104,unassigned
41e6c0b55654af1d5cd503359fb77d18,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,unassigned
1e79437ace47aef283597583e22aa48e,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Fluviimonas,uncultured_bacterium
4e52f910e5b771c9c6b57a4fc3a89e77,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosomaceae,Fluviimonas_sp.
fb800d4d7cd0a8e0da07b414fcf21b8c,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,uncultured_Hongiella
59f694170a3afd6976a61d77635e1e7a,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,unassigned
254757c6779bd0935b9254f12831b53f,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,uncultured_bacterium
3d216411c1e7532979a3c7cfd4accca6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,unassigned
8a06c5836b61ad5476c93f2b7d2b9311,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,unassigned
dbd41e5da91ce7c770bee23d18f05775,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,unassigned,unassigned
863dcdabb32b198f1d5cf36e6ce294c1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosomaceae,Fluviimonas_sp.
390b968622bf95de72da934ebab26f12,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,unassigned,unassigned,unassigned
cff91f92ebadff0ecf455925e3e91b54,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,unassigned,unassigned
211ef459b9731dc0a8d0aa1cb2f1a710,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus_Xiphinematobacter,unassigned
2d2bbc4cfa8b494a23ea16706372d26c,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Antarctic_bacterium
d1846621d56307859a8d6c6bf12e33cd,Bacteria,Verrucomicrobiota,Verrucomicrobiae,uncultured,uncultured,uncultured,uncultured_Opitutae
cad8cc3e7647d51e614b099398538e4d,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_Devosia
79276373456f76c2665e4b9a8c193b72,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,unassigned,unassigned
ddcc20fc60ff84b4e1b67934b3a00546,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,unassigned
a9a516691d10b9beb2649fa7d5782c36,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,unassigned,unassigned
0b8aa06fb98c89359930be26968c4203,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseococcus,Roseococcus_sp.
3078d0e997dde104f7d25c0dd9473003,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandarakinorhabdus,Sandarakinorhabdus_sp.
9dedfc2e4a685f5f2de15c651be23534,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,unassigned,unassigned
cf288c53991e680b0739b2133381e5f6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandarakinorhabdus,unassigned
b851850c38766aed9cd75c3b49eea7ae,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,unassigned
68262884f1021c896f8e1bf7348d773c,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,unassigned
d417eda1981e5ad466353c3e17ab58b4,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,unassigned,unassigned
b65b37dc355da7c17e770e195b41cc1b,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,uncultured_bacterium
e2b82a3e451a8e43e175bbeb3a56a713,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured,uncultured_bacterium
f736ae9a0657421e1b0f96a05005bbf0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter_glucosidilyticus
3930c81fa7db50599b337e34896e634e,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,unassigned,unassigned
7c342291a1c802d1945bf580a6ca8676,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,unassigned
8753add6d7e972fba4dcf60f717dbc22,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,unassigned
1f8204a6f933a80c0c40cae61dc3b439,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,metagenome
25cb02fb17426d878afd69a79572b858,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,unassigned
b16001e1e0feca969778f1716920e8e1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Rhabdobacter,Cytophagaceae_bacterium
47a687fdfbdddbf7aefd08ab325a3cc5,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosomaceae,Fluviimonas_sp.
483328afead4146ae67ba955da853e8b,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Aurantimicrobium,uncultured_bacterium
245b2aa3f0304ce3a64102493b4261a1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,unassigned
9c951753a8ae2214fac8a41037c13286,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,unassigned
cc86c15357f8c5ba4b55e5379b07ae38,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae,uncultured_bacterium
25ec25e9a607e96abee47df1b6507435,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Hydrocarboniphaga,Hydrocarboniphaga_daqingensis
fa8c8ac6cf1ba0fbb95c5094908f4557,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubribacterium,uncultured_Alphaproteobacteria
7530becc1106e62cc1965aa6e119ce8a,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group,uncultured_bacterium
0361c16705d6943465bbeafc5d4989aa,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandarakinorhabdus,Sandarakinorhabdus_sp.
6b94959874b693c3304e68c57cefd287,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Sporichthyaceae,metagenome
0e2158fabee9af2a2cdd21155478b0d9,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,unassigned
cb36c7ea565776893348737bb8404610,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandarakinorhabdus,Sandarakinorhabdus_sp.
114903237acb8b72b598e66b8cfd9707,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandarakinorhabdus,Sandarakinorhabdus_sp.
ca6a929ead9ac9a28d91b179fbf63da6,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,unassigned
7e7deb01f0491d33ecb87427fcbeb1ee,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,unassigned
7c76ab8d5b8abeba6e6d102889305551,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,unassigned
8063f35f3b1cd3b7bc7e8c9606992763,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,unassigned
eba80591a75566e2d2f87d63bc0dd9ea,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,unassigned
d4cc0a095dd016823ef8c5ad567c91fd,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured_bacterium
e8af5b46ebfe4ca58c15d93266be0a6b,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,uncultured_bacterium
d1ccf628f728efaab9aba5a6ea439ea6,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,Nodosilinea_PCC-7104,unassigned
616835c0c4d23c64cefc817206ef1a2b,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,unassigned,unassigned
6e3206145cb6039078bd11aa939a17b1,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,unassigned
1239e96d9d90514ee91e41de720e2f37,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,unassigned
3b9a640a2fb04ef04b82b218fc1fb455,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,Gemmata_sp.
92f1720367db58c68a96eceb9feb416a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,unassigned
dbb765a34dcf72370fdacfa7ec11fbf9,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group,uncultured_Sphingobacterium
8d32cb7d685931e9669b78d2cde217c5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,unassigned
a080a409c3444a2a2ebd1d7716b1b32f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,unassigned
64e28027b0c5a7317721735382593687,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Lacibacter,Lacibacter_cauensis
a431a69105441cdff4d23466d64ce786,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,unassigned
374ad908feacc8e761b53082800ff02e,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,unassigned
c67744b93c1aac731ad718596675f25e,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,unassigned
de15d9e06e01d60b7cb7760fc9a0f3e3,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,uncultured,uncultured,uncultured_bacterium
ef8f5b552548fb2bd98088b270f392a3,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,UKL13-1,alpha_proteobacterium
252c7d16d57544debc4c97747a7cb8f8,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,unassigned
4e6488dfc93f2eefe477c4511d0e8a49,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,unassigned
0f2dd36ec14d9930f4dbb303bfb0aeae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unassigned,unassigned
d7b9362bf098010757350df25bb43563,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,unassigned
f69519953963c5d297b53ce3d4d7d2f7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubribacterium,uncultured_Alphaproteobacteria
5ad5d04be9ee41f6a8e1cb170b508b3e,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,unassigned
5f8c17bb109331397db134013bf9e9ba,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,unassigned,unassigned
6c3fb343f46983254cdb83e99fa07a49,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unassigned,unassigned
99699a9c6d1481a45f796b7c9a7d1a02,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Tetradesmus_obliquus
ca500bd23e3bfb8f1abdaf78611bdefd,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Microcystis_PCC-7914,Cyanothece_aeruginosa
ad9018f80e00f2ca4b48067195ac310d,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,unassigned
3074a14b41ccc64de098eede1c010812,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,metagenome
4cbfd5a4af1792dc7e7619cb55b83d48,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured,uncultured_bacterium
03a5283e6bdb83458ed5b8d1ec6093fa,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,unassigned
b1daed97fb1e73aac7ba1509a12560b9,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Leptospira,metagenome
9667d88f94e43375fc3e56138bb302ab,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group,uncultured_bacterium
1383b7867a2d7a3ee2c2d576b4aabc90,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,B1-7BS,B1-7BS,unassigned
943a9f0fef606ac9c31536907d1e8150,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,unassigned,unassigned
02102365fee6d2f59431578889275cbe,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group,unassigned
8c88f5ffa2a0fc6a50afbcac47156f5d,Bacteria,Cyanobacteria,Cyanobacteriia,Oxyphotobacteria_Incertae_Sedis,unassigned_Family,MTP1,uncultured_bacterium
025f8d52bf0fe507d3355b96f306b99b,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Runella,unassigned
bd17ab58e0dc566a4700a52405d8aa69,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,TG-45,uncultured_bacterium
fe7b5b769375b837bb6d4bfa6dee234f,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,unassigned
0fd5176a325dbc1abb86b944baa1f3b7,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,uncultured,uncultured,unassigned
c0c6dea060404ea17972053bc9e98ae7,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,unassigned
731d9d7f7bce53a7dd5d190aabdedb5d,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylophilus,unassigned
6b21be5590786a74694f1b79408ebb48,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group,uncultured_bacterium
15cf48c25825941e0d72b74ede95cb6d,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,unassigned
aac98197ec5dc7f58767b1f3cf4c88f6,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,Nodosilinea_PCC-7104,unassigned
c58754f3613677615cb80ce5013b088c,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,unassigned
941411ed697a321c8b256c9a810520cd,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,TG-45,uncultured_bacterium
107273e73071282e4d0f4a0b46548da5,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,unassigned
9a4151eab962d66053bacf584b92cc64,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,unassigned
9d1cafa7bca48823ea2990e307120187,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Rudanella,uncultured_bacterium
37cae7a375602ca5548db5e26a7ae194,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,Nodosilinea_PCC-7104,unassigned
705e5a5b929be7a7acfda7721bb4b79c,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,unassigned,unassigned
5e29a0e4522fae2fb779e158b0546a67,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,unassigned
b907621ce5440770980f277bde3df518,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
dd8229814f2d127e61ac92c5d275db8b,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,unassigned,unassigned
fb65e60f8b32c2787e3fe24fa0d685a9,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,unassigned
4b6b290b567d0f144904c6e0b6f4cab1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,unassigned
73d0ae54963cfffbf2dd58e27d85401a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicimonas,uncultured_bacterium
d3aefe4ee84b573366cf253ec1c60358,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,unassigned
d4d61a54e87c80d5b75035361d6b16bf,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,unassigned
b632a177daad11d134247ee04ab8b120,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,unassigned
d15d3d9a6940ba42bd809265c296d456,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,uncultured_bacterium
fb2b00a8282741f54559c37f4ce69e20,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,unassigned
d3598080bb82b75f792ade74d0cbb7a7,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseococcus,uncultured_bacterium
525db61ccb1ba70de183da8e90728f98,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,unassigned
ca8f1c260ac18a133685554fc1089155,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,unassigned
dbf891b81810bae2731119f803bdd6e6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,unassigned
973bb4c8c38285042be9d64d5209a0da,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group,uncultured_bacterium
1404cbc6188ff7407ae2210d21dde66b,Bacteria,Bacteroidota,Bacteroidia,unassigned,unassigned,unassigned,unassigned
fb9358e4192b4e3fb1a6210327ee6ff2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unassigned,unassigned
0822491789e6fcfc335e270374bb6c65,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured_bacterium
82e304a8900ad5307bb8109f01148467,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,UKL13-1,uncultured_bacterium
c41db57fd9760bd87378259332a6bc80,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,LiUU-11-161,LiUU-11-161,uncultured_bacterium
4ecff32c7cb9258114c6c2b8198ae35e,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,Bacteriovorax_sp.
79d376976c3bfb5e0a49c1f581b289c6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandaracinobacter,uncultured_bacterium
f439fa4b0511fad5fc054daac542cdcb,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307,Synechococcus-like_str.
bd217e3552c0912e166951d39a120601,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,unassigned,unassigned
2e730c02592b6111e25180eccfc8ae9f,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,uncultured_Verrucomicrobia
0a367a327c7c2ed86a06d04487f2a4e1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,uncultured_bacterium
4473ac847f597164696bc96da74ca753,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,unassigned
3ffe57619d2317c96d137e2cd3b7b39e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unassigned,unassigned
0e7c44a633c771d11e5cd223a16cd8f8,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,unassigned,unassigned
799d1912161e4a666653bafca0e1bddc,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,unassigned
12f0627b0f930aff1182481eb84cbc7d,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,unassigned
d4ecfe33623f297a74de51d7f28b39aa,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Pseudorhodoferax,unassigned
5253d98d25bc51baaf939f468ca8ef59,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter_composti
cfda4df5ba2c1ddd5b3e79352baa7fb7,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,uncultured_bacterium
8115b380681427ada2726a222da46c91,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,uncultured_bacterium
6945d94103ada823c2811f2b81c56ba0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,unassigned
edfe1fad17b06cc62c6a52f466611281,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,unassigned
f86222ce0aa7c48d5994451baf572b60,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,unassigned,unassigned
2298e509c80d74f8323b898a57df9107,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,metagenome
a7d2682f9bf307993efe40d5dd02c4f6,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,metagenome
3f04bd2a359b976892faa13fcb4de619,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus_Limnoluna,uncultured_bacterium
4cf6fc95835d33e9a608a4f142de22b5,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,unassigned,unassigned
1f7b92696cb9b2b7351a8826c9df9aed,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,FukuN57,uncultured_bacterium
8359cc1215c0ae7475efe27dbd6cdc26,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,unassigned
91f391ef000737c4c42bc49b11ca1052,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,uncultured_bacterium
fa96cbd7b2df953f48e159b78c51527d,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,unassigned
